"Freq [GHz]","re(S(LumpPort_clt1_prime_start,LumpPort_clt1_prime_end)) []","im(S(LumpPort_clt1_prime_start,LumpPort_clt1_prime_end)) []"
4,-0.994870698150517,0.100704092536656
4.00033344448149,-0.994869843388463,0.100712461074853
4.00066688896299,-0.994868988555305,0.100720829606957
4.00100033344448,-0.994868133651043,0.100729198132967
4.00133377792597,-0.994867278675677,0.100737566652885
4.00166722240747,-0.994866423629207,0.100745935166709
4.00200066688896,-0.994865568511633,0.100754303674439
4.00233411137046,-0.994864713322955,0.100762672176075
4.00266755585195,-0.994863858063173,0.100771040671617
4.00300100033344,-0.994863002732287,0.100779409161065
4.00333444481494,-0.994862147330297,0.100787777644419
4.00366788929643,-0.994861291857203,0.100796146121678
4.00400133377793,-0.994860436313005,0.100804514592842
4.00433477825942,-0.994859580697703,0.100812883057911
4.00466822274091,-0.994858725011298,0.100821251516885
4.00500166722241,-0.994857869253788,0.100829619969764
4.0053351117039,-0.994857013425174,0.100837988416547
4.0056685561854,-0.994856157525456,0.100846356857234
4.00600200066689,-0.994855301554634,0.100854725291825
4.00633544514838,-0.994854445512709,0.10086309372032
4.00666888962988,-0.994853589399679,0.100871462142719
4.00700233411137,-0.994852733215545,0.100879830559022
4.00733577859286,-0.994851876960308,0.100888198969227
4.00766922307436,-0.994851020633966,0.100896567373336
4.00800266755585,-0.994850164236521,0.100904935771348
4.00833611203735,-0.994849307767971,0.100913304163263
4.00866955651884,-0.994848451228318,0.10092167254908
4.00900300100033,-0.994847594617561,0.1009300409288
4.00933644548183,-0.994846737935699,0.100938409302422
4.00966988996332,-0.994845881182734,0.100946777669946
4.01000333444482,-0.994845024358665,0.100955146031372
4.01033677892631,-0.994844167463492,0.100963514386699
4.0106702234078,-0.994843310497215,0.100971882735928
4.0110036678893,-0.994842453459834,0.100980251079059
4.01133711237079,-0.994841596351349,0.10098861941609
4.01167055685228,-0.99484073917176,0.100996987747022
4.01200400133378,-0.994839881921067,0.101005356071856
4.01233744581527,-0.99483902459927,0.101013724390589
4.01267089029677,-0.99483816720637,0.101022092703224
4.01300433477826,-0.994837309742365,0.101030461009758
4.01333777925975,-0.994836452207256,0.101038829310192
4.01367122374125,-0.994835594601044,0.101047197604527
4.01400466822274,-0.994834736923728,0.101055565892761
4.01433811270423,-0.994833879175307,0.101063934174894
4.01467155718573,-0.994833021355783,0.101072302450927
4.01500500166722,-0.994832163465155,0.101080670720859
4.01533844614872,-0.994831305503423,0.10108903898469
4.01567189063021,-0.994830447470587,0.10109740724242
4.0160053351117,-0.994829589366647,0.101105775494048
4.0163387795932,-0.994828731191603,0.101114143739575
4.01667222407469,-0.994827872945456,0.101122511979
4.01700566855619,-0.994827014628204,0.101130880212324
4.01733911303768,-0.994826156239848,0.101139248439545
4.01767255751917,-0.994825297780389,0.101147616660663
4.01800600200067,-0.994824439249826,0.10115598487568
4.01833944648216,-0.994823580648158,0.101164353084593
4.01867289096365,-0.994822721975387,0.101172721287404
4.01900633544515,-0.994821863231512,0.101181089484112
4.01933977992664,-0.994821004416533,0.101189457674717
4.01967322440814,-0.99482014553045,0.101197825859218
4.02000666888963,-0.994819286573264,0.101206194037616
4.02034011337112,-0.994818427544973,0.10121456220991
4.02067355785262,-0.994817568445578,0.101222930376101
4.02100700233411,-0.99481670927508,0.101231298536187
4.02134044681561,-0.994815850033478,0.101239666690169
4.0216738912971,-0.994814990720771,0.101248034838046
4.02200733577859,-0.994814131336961,0.101256402979819
4.02234078026009,-0.994813271882047,0.101264771115488
4.02267422474158,-0.994812412356029,0.101273139245051
4.02300766922307,-0.994811552758907,0.101281507368509
4.02334111370457,-0.994810693090681,0.101289875485862
4.02367455818606,-0.994809833351352,0.10129824359711
4.02400800266756,-0.994808973540918,0.101306611702252
4.02434144714905,-0.994808113659381,0.101314979801288
4.02467489163054,-0.99480725370674,0.101323347894218
4.02500833611204,-0.994806393682995,0.101331715981042
4.02534178059353,-0.994805533588145,0.101340084061759
4.02567522507502,-0.994804673422192,0.10134845213637
4.02600866955652,-0.994803813185136,0.101356820204875
4.02634211403801,-0.994802952876975,0.101365188267272
4.02667555851951,-0.99480209249771,0.101373556323563
4.027009003001,-0.994801232047342,0.101381924373747
4.02734244748249,-0.994800371525869,0.101390292417823
4.02767589196399,-0.994799510933293,0.101398660455791
4.02800933644548,-0.994798650269613,0.101407028487652
4.02834278092698,-0.994797789534829,0.101415396513405
4.02867622540847,-0.994796928728941,0.10142376453305
4.02900966988996,-0.994796067851949,0.101432132546586
4.02934311437146,-0.994795206903853,0.101440500554015
4.02967655885295,-0.994794345884654,0.101448868555335
4.03001000333444,-0.99479348479435,0.101457236550546
4.03034344781594,-0.994792623632943,0.101465604539648
4.03067689229743,-0.994791762400432,0.101473972522641
4.03101033677893,-0.994790901096817,0.101482340499525
4.03134378126042,-0.994790039722097,0.101490708470299
4.03167722574191,-0.994789178276275,0.101499076434964
4.03201067022341,-0.994788316759348,0.101507444393519
4.0323441147049,-0.994787455171317,0.101515812345964
4.0326775591864,-0.994786593512183,0.101524180292299
4.03301100366789,-0.994785731781944,0.101532548232524
4.03334444814938,-0.994784869980602,0.101540916166638
4.03367789263088,-0.994784008108156,0.101549284094642
4.03401133711237,-0.994783146164606,0.101557652016535
4.03434478159386,-0.994782284149952,0.101566019932317
4.03467822607536,-0.994781422064194,0.101574387841988
4.03501167055685,-0.994780559907332,0.101582755745548
4.03534511503835,-0.994779697679367,0.101591123642996
4.03567855951984,-0.994778835380297,0.101599491534333
4.03601200400133,-0.994777973010124,0.101607859419558
4.03634544848283,-0.994777110568847,0.101616227298671
4.03667889296432,-0.994776248056466,0.101624595171672
4.03701233744582,-0.994775385472981,0.101632963038561
4.03734578192731,-0.994774522818392,0.101641330899337
4.0376792264088,-0.994773660092699,0.101649698754
4.0380126708903,-0.994772797295902,0.101658066602551
4.03834611537179,-0.994771934428002,0.101666434444989
4.03867955985328,-0.994771071488997,0.101674802281314
4.03901300433478,-0.994770208478889,0.101683170111526
4.03934644881627,-0.994769345397677,0.101691537935624
4.03967989329777,-0.99476848224536,0.101699905753609
4.04001333777926,-0.99476761902194,0.101708273565479
4.04034678226075,-0.994766755727417,0.101716641371236
4.04068022674225,-0.994765892361789,0.101725009170879
4.04101367122374,-0.994765028925057,0.101733376964408
4.04134711570523,-0.994764165417222,0.101741744751822
4.04168056018673,-0.994763301838282,0.101750112533122
4.04201400466822,-0.994762438188239,0.101758480308306
4.04234744914972,-0.994761574467091,0.101766848077376
4.04268089363121,-0.99476071067484,0.101775215840331
4.0430143381127,-0.994759846811485,0.101783583597171
4.0433477825942,-0.994758982877026,0.101791951347895
4.04368122707569,-0.994758118871464,0.101800319092504
4.04401467155719,-0.994757254794797,0.101808686830997
4.04434811603868,-0.994756390647026,0.101817054563374
4.04468156052017,-0.994755526428152,0.101825422289635
4.04501500500167,-0.994754662138173,0.101833790009781
4.04534844948316,-0.994753797777091,0.101842157723809
4.04568189396466,-0.994752933344905,0.101850525431721
4.04601533844615,-0.994752068841614,0.101858893133517
4.04634878292764,-0.994751204267221,0.101867260829195
4.04668222740914,-0.994750339621722,0.101875628518757
4.04701567189063,-0.994749474905121,0.101883996202201
4.04734911637212,-0.994748610117415,0.101892363879528
4.04768256085362,-0.994747745258605,0.101900731550738
4.04801600533511,-0.994746880328692,0.10190909921583
4.04834944981661,-0.994746015327674,0.101917466874804
4.0486828942981,-0.994745150255552,0.101925834527661
4.04901633877959,-0.994744285112327,0.101934202174399
4.04934978326109,-0.994743419897998,0.101942569815019
4.04968322774258,-0.994742554612565,0.10195093744952
4.05001667222407,-0.994741689256027,0.101959305077903
4.05035011670557,-0.994740823828386,0.101967672700167
4.05068356118706,-0.994739958329642,0.101976040316312
4.05101700566856,-0.994739092759793,0.101984407926339
4.05135045015005,-0.99473822711884,0.101992775530245
4.05168389463154,-0.994737361406783,0.102001143128033
4.05201733911304,-0.994736495623622,0.102009510719701
4.05235078359453,-0.994735629769358,0.102017878305249
4.05268422807603,-0.994734763843989,0.102026245884678
4.05301767255752,-0.994733897847517,0.102034613457986
4.05335111703901,-0.99473303177994,0.102042981025175
4.05368456152051,-0.99473216564126,0.102051348586243
4.054018006002,-0.994731299431476,0.10205971614119
4.05435145048349,-0.994730433150588,0.102068083690017
4.05468489496499,-0.994729566798595,0.102076451232724
4.05501833944648,-0.994728700375499,0.102084818769309
4.05535178392798,-0.994727833881299,0.102093186299773
4.05568522840947,-0.994726967315995,0.102101553824116
4.05601867289096,-0.994726100679587,0.102109921342337
4.05635211737246,-0.994725233972075,0.102118288854437
4.05668556185395,-0.994724367193459,0.102126656360416
4.05701900633544,-0.994723500343739,0.102135023860272
4.05735245081694,-0.994722633422916,0.102143391354007
4.05768589529843,-0.994721766430988,0.102151758841619
4.05801933977993,-0.994720899367956,0.102160126323109
4.05835278426142,-0.994720032233821,0.102168493798476
4.05868622874291,-0.994719165028581,0.102176861267721
4.05901967322441,-0.994718297752237,0.102185228730843
4.0593531177059,-0.99471743040479,0.102193596187842
4.0596865621874,-0.994716562986238,0.102201963638718
4.06002000666889,-0.994715695496583,0.102210331083471
4.06035345115038,-0.994714827935823,0.102218698522101
4.06068689563188,-0.994713960303959,0.102227065954607
4.06102034011337,-0.994713092600992,0.102235433380989
4.06135378459487,-0.99471222482692,0.102243800801247
4.06168722907636,-0.994711356981745,0.102252168215382
4.06202067355785,-0.994710489065466,0.102260535623392
4.06235411803935,-0.994709621078082,0.102268903025278
4.06268756252084,-0.994708753019594,0.10227727042104
4.06302100700233,-0.994707884890003,0.102285637810676
4.06335445148383,-0.994707016689307,0.102294005194189
4.06368789596532,-0.994706148417508,0.102302372571576
4.06402134044682,-0.994705280074604,0.102310739942839
4.06435478492831,-0.994704411660597,0.102319107307976
