"Freq [GHz]","dB(S(Port_clt1_prime_end,Port_clt1_prime_start)) []"
6.973,-0.00427560227536473
6.974,-0.00427680874844169
6.975,-0.00427801539842165
6.976,-0.0042792222253481
6.977,-0.00428042922926068
6.978,-0.00428163641020576
6.979,-0.00428284376822684
6.98,-0.00428405130335776
6.981,-0.00428525901564684
6.982,-0.00428646690513755
6.983,-0.00428767497186665
6.984,-0.00428888321588052
6.985,-0.0042900916372207
6.986,-0.00429130023593071
6.987,-0.00429250901204919
6.988,-0.00429371796562061
6.989,-0.00429492709668556
6.99,-0.0042961364052885
6.991,-0.00429734589146714
6.992,-0.0042985555552688
6.993,-0.00429976539673507
6.994,-0.00430097541590364
6.995,-0.00430218561281897
6.996,-0.00430339598752454
6.997,-0.00430460654005999
6.998,-0.00430581727046881
6.999,-0.00430702817879545
7,-0.00430823926507666
